"79","EL PAPIOL","8"
"80","EL PLA DEL PENEDÈS","8"
"81","EL PRAT DE LLOBREGAT","8"
"82","ELS HOSTALETS DE PIEROLA","8"
"83","ELS PRATS DE REI","8"
"84","ESPARREGUERA","8"
"85","ESPLUGUES DE LLOBREGAT","8"
"86","FIGARÓ-MONTMANY","8"
"87","FÍGOLS","8"
"88","FOGARS DE LA SELVA","8"
"89","FOGARS DE MONTCLÚS","8"
"90","FOLGUEROLES","8"
"91","FONOLLOSA","8"
"92","FONT-RUBÍ","8"
"93","GAIÀ","8"
"94","GALLIFA","8"
"95","GAVÀ","8"
"96","GELIDA","8"
"97","GIRONELLA","8"
"98","GISCLARENY","8"
"99","GRANERA","8"
"100","GRANOLLERS","8"
"101","GUALBA","8"
"102","GUARDIOLA DE BERGUEDÀ","8"
"103","GURB","8"
"104","IGUALADA","8"
"105","JORBA","8"
"106","L'AMETLLA DEL VALLÈS","8"
"107","L'ESPUNYOLA","8"
"108","L'ESTANY","8"
"109","L'HOSPITALET DE LLOBREGAT","8"
"110","LA GARRIGA","8"
"111","LA GRANADA","8"
"112","LA LLACUNA","8"
"113","LA LLAGOSTA","8"
"114","LA NOU DE BERGUEDÀ","8"
"115","LA PALMA DE CERVELLÓ","8"
"116","LA POBLA DE CLARAMUNT","8"
"117","LA POBLA DE LILLET","8"
"118","LA QUAR","8"
"119"," LA ROCA DEL VALLÈS","8"
"120","LA TORRE DE CLARAMUNT","8"
"121","LES CABANYES","8"
"122","LES FRANQUESES DEL VALLÈS","8"
"123","LES MASIES DE RODA","8"
"124","LES MASIES DE VOLTREGÀ","8"
"125","LLINARS DEL VALLÈS","8"
"126","LLIÇÀ D'AMUNT","8"
"127","LLIÇÀ DE VALL","8"
"128","LLUÇÀ","8"
"129","MALGRAT DE MAR","8"
"130","MALLA","8"
"131","MANLLEU","8"
"132","MARGANELL","8"
"133","MARTORELL","8"
"134","MARTORELLES","8"
"135","MASQUEFA","8"
"136","MATADEPERA","8"
"137","MATARÓ","8"
"138","MEDIONA","8"
"139","MOIÀ","8"
"140","MOLINS DE REI","8"
"141","MOLLET DEL VALLÈS","8"
"142","MONISTROL DE CALDERS","8"
"143","MONISTROL DE MONTSERRAT","8"
"144","MONTCADA I REIXAC","8"
"145","MONTCLAR","8"
"146","MONTESQUIU","8"
"147","MONTGAT","8"
"148","MONTMAJOR","8"
"149","MONTMANEU","8"
"150","MONTMELÓ","8"
"151","MONTORNÈS DEL VALLÈS","8"
"152","MONTSENY","8"
"153","MUNTANYOLA","8"
"154","MURA","8"
"155","NAVARCLES","8"
"156","NAVÀS","8"
"157","ÒDENA","8"
"158","OLÈRDOLA","8"
"159","OLESA DE BONESVALLS","8"
"160","OLESA DE MONTSERRAT","8"
"161","OLIVELLA","8"
"162","OLOST","8"
"163","OLVAN","8"
"164","ORÍS","8"
"165","ORISTÀ","8"
"166","ORPÍ","8"
"167","ÒRRIUS","8"
"168","PACS DEL PENEDÈS","8"
"169","PALAFOLLS","8"
"170","PALAU-SOLITÀ I PLEGAMANS","8"
"171","PALLEJÀ","8"
"172","PARETS DEL VALLÈS","8"
"173","PERAFITA","8"
"174","PIERA","8"
"175","PINEDA DE MAR","8"
"176","POLINYÀ","8"
"177","PONT DE VILOMARA-ROCAFORT","8"
"178","PONTONS","8"
"179","PRATS DE LLUÇANÈS","8"
"180","PREMIÀ DE DALT","8"
"181","PREMIÀ DE MAR","8"
"182","PUIG-REIG","8"
"183","PUIGDÀLBER","8"
"184","PUJALT","8"
"185","RAJADELL","8"
"186","RELLINARS","8"
"187","RIPOLLET","8"
"188","RODA DE TER","8"
"189","RUBÍ","8"
"190","RUBIÓ","8"
"191","RUPIT I PRUIT","8"
"192","SABADELL","8"
"193","SAGÀS","8"
"194","SALDES","8"
"195","SALLENT","8"
"196","SANT ADRIÀ DE BESÒS","8"
"197","SANT AGUSTÍ DE LLUÇANÈS","8"
"198","SANT ANDREU DE LA BARCA","8"
"199","SANT ANDREU DE LLAVANERES","8"
"200","SANT ANTONI DE VILAMAJOR","8"
"201","SANT BARTOMEU DEL GRAU","8"
"202","SANT BOI DE LLOBREGAT","8"
"203","SANT BOI DE LLUÇANÈS","8"
"204","SANT CEBRIÀ DE VALLALTA","8"
"205","SANT CELONI","8"
"206","SANT CLIMENT DE LLOBREGAT","8"
"207","SANT CUGAT DEL VALLÈS","8"
"208","SANT CUGAT SESGARRIGUES","8"
"209","ST ESTEVE DE PALAUTORDERA","8"
"210","SANT ESTEVE SESROVIRES","8"
"211","SANT FELIU DE CODINES","8"
"212","SANT FELIU DE LLOBREGAT","8"
"213","SANT FELIU SASSERRA","8"
"214","SANT FOST CAMPSENTELLES","8"
"215","SANT FRUITÓS DE BAGES","8"
"216","SANT HIPÒLIT DE VOLTREGÀ","8"
"217","SANT ISCLE DE VALLALTA","8"
"218","SANT JAUME DE FRONTANYA","8"
"219","SANT JOAN DE VILATORRADA","8"
"220","SANT JOAN DESPÍ","8"
"221","SANT JULIÀ DE CERDANYOLA","8"
"222","SANT JULIÀ DE VILATORTA","8"
"223","SANT JUST DESVERN","8"
"224","SANT LLORENÇ D'HORTONS","8"
"225","SANT LLORENÇ SAVALL","8"
"226","SANT MARTÍ D'ALBARS","8"
"227","SANT MARTÍ DE CENTELLES","8"
"228","SANT MARTÍ DE TOUS","8"
"229","SANT MARTÍ SARROCA","8"
"230","SANT MARTÍ SESGUEIOLES","8"
"231","SANT MATEU DE BAGES","8"
"232","SANT PERE DE RIBES","8"
"233","SANT PERE DE RIUDEBITLLES","8"
"234","SANT PERE DE TORELLÓ","8"
"235","SANT PERE DE VILAMAJOR","8"
"236","SANT PERE SALLAVINERA","8"
"237","SANT POL DE MAR","8"
"238","SANT QUINTÍ DE MEDIONA","8"
"239","SANT QUIRZE DE BESORA","8"
"240","SANT QUIRZE DEL VALLÈS","8"
"241","SANT QUIRZE SAFAJA","8"
"242","SANT SADURNÍ D'ANOIA","8"
"243","SANT SADURNÍ D'OSORMORT","8"
"244","ST. SALVADOR DE GUARDIOLA","8"
"245","SANT VICENÇ DE CASTELLET","8"
"246","SANT VICENÇ DE MONTALT","8"
"247","SANT VICENÇ DE TORELLÓ","8"
"248","SANT VICENÇ DELS HORTS","8"
"249","SANTA CECÍLIA DE VOLTREGÀ","8"
"250","SANTA COLOMA DE CERVELLÓ","8"
"251","SANTA COLOMA DE GRAMENET","8"
"252","SANTA EUGÈNIA DE BERGA","8"
"253","STA. EULÀLIA DE RIUPRIMER","8"
"254","SANTA EULÀLIA DE RONÇANA","8"
"255","SANTA FE DEL PENEDÈS","8"
"256","STA. MARGARIDA DE MONTBUI","8"
"257","STA. MARGARIDA I MONJOS","8"
"258","SANTA MARIA D'OLÓ","8"
"259","SANTA MARIA DE BESORA","8"
"260","SANTA MARIA DE CORCÓ","8"
"261","STA. MARIA DE MARTORELLES","8"
"262","SANTA MARIA DE MERLÈS","8"
"263","SANTA MARIA DE MIRALLES","8"
"264","STA MARIA DE PALAUTORDERA","8"
"265","SANTA PERPÈTUA DE MOGODA","8"
"266","SANTA SUSANNA","8"
"267","SANTPEDOR","8"
"268","SENTMENAT","8"
"269","SEVA","8"
"270","SITGES","8"
"271","SOBREMUNT","8"
"272","SORA","8"
"273","SUBIRATS","8"
"274","SÚRIA","8"
"275","TAGAMANENT","8"
"276","TALAMANCA","8"
"277","TARADELL","8"
"278","TAVÈRNOLES","8"
"279","TAVERTET","8"
"280","TEIÀ","8"
"281","TERRASSA","8"
"282","TIANA","8"
"283","TONA","8"
"284","TORDERA","8"
"285","TORELLÓ","8"
"286","TORRELAVIT","8"
"287","TORRELLES DE FOIX","8"
"288","TORRELLES DE LLOBREGAT","8"
"289","ULLASTRELL","8"
"290","VACARISSES","8"
"291","VALLBONA D'ANOIA","8"
"292","VALLCEBRE","8"
"293","VALLGORGUINA","8"
"294","VALLIRANA","8"
"295","VALLROMANES","8"
"296","VECIANA","8"
"297","VIC","8"
"298","VILADA","8"
"299","VILADECANS","8"
"300","VILADECAVALLS","8"
"301","VILAFRANCA DEL PENEDÈS","8"
"302","VILALBA SASSERRA","8"
"303","VILANOVA DE SAU","8"
"304","VILANOVA DEL CAMÍ","8"
"305","VILANOVA DEL VALLÈS","8"
"306","VILANOVA I LA GELTRÚ","8"
"307","VILASSAR DE DALT","8"
"308","VILASSAR DE MAR","8"
"309","VILOBÍ DEL PENEDÈS","8"
"310","VIVER I SERRATEIX","8"
